writer_id,inst_path,gpds_path,shape_inst,shape_gpds,mad,frac_diff_gt10,ncc,verdict
3731,signature_verification/full_forg/forgeries_3731_13.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3731/cf-3731-04.jpg,220x155,856x476,0.8155,0.0306,0.9978,distinct
2799,signature_verification/full_org/original_2799_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2799/c-2799-01.jpg,220x155,897x536,0.5343,0.0021,0.9972,same image (re-encoded)
1802,signature_verification/full_forg/forgeries_1802_11.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1802/cf-1802-20.jpg,220x155,1120x374,14.7958,0.967,0.9924,distinct
3471,signature_verification/full_forg/forgeries_3471_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3471/cf-3471-22.jpg,220x155,1014x653,0.888,0.032,0.9952,distinct
2840,signature_verification/full_forg/forgeries_2840_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2840/cf-2840-13.jpg,220x155,533x282,0.2974,0.0047,0.9995,same image (re-encoded)
3855,signature_verification/full_org/original_3855_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3855/c-3855-22.jpg,220x155,858x703,0.9414,0.034,0.9973,distinct
2821,signature_verification/full_org/original_2821_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2821/c-2821-21.jpg,220x155,781x661,1.0128,0.0374,0.9949,distinct
2904,signature_verification/full_org/original_2904_7.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2904/c-2904-06.jpg,220x155,1012x671,9.2925,0.0593,0.9873,distinct
1087,signature_verification/full_forg/forgeries_1087_13.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1087/cf-1087-18.jpg,220x155,920x317,0.1358,0.0004,0.9982,same image (re-encoded)
221,signature_verification/full_org/original_221_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/221/c-221-13.jpg,220x155,1105x477,0.7161,0.0235,0.9969,distinct
2020,signature_verification/full_org/original_2020_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2020/c-2020-19.jpg,220x155,969x727,1.3962,0.0482,0.9893,distinct
196,signature_verification/full_forg/forgeries_196_3.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/196/cf-196-20.jpg,220x155,1106x327,9.6865,0.0349,0.9963,distinct
2950,signature_verification/full_org/original_2950_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2950/c-2950-10.jpg,220x155,980x466,1.2668,0.0452,0.9979,distinct
1117,signature_verification/full_forg/forgeries_1117_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1117/cf-1117-13.jpg,220x155,776x322,0.7023,0.0216,0.9984,distinct
3699,signature_verification/full_forg/forgeries_3699_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3699/cf-3699-17.jpg,220x155,705x684,0.7307,0.0295,0.9951,distinct
1105,signature_verification/full_forg/forgeries_1105_11.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1105/cf-1105-27.jpg,220x155,917x496,28.1812,0.9481,0.9968,distinct
3835,signature_verification/full_forg/forgeries_3835_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3835/cf-3835-16.jpg,220x155,1307x807,0.463,0.0094,0.9936,same image (re-encoded)
1053,signature_verification/full_org/original_1053_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1053/c-1053-15.jpg,220x155,878x557,0.7061,0.0215,0.998,distinct
1612,signature_verification/full_forg/forgeries_1612_13.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1612/cf-1612-03.jpg,220x155,829x719,0.4766,0.0135,0.987,distinct
2385,signature_verification/full_forg/forgeries_2385_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2385/cf-2385-12.jpg,220x155,999x405,0.3988,0.0022,0.9976,same image (re-encoded)
769,signature_verification/full_org/original_769_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/769/c-769-22.jpg,220x155,793x603,0.3383,0.001,0.9981,same image (re-encoded)
142,signature_verification/full_forg/forgeries_142_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/142/cf-142-06.jpg,220x155,1174x742,0.5548,0.0096,0.9946,same image (re-encoded)
1249,signature_verification/full_forg/forgeries_1249_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1249/cf-1249-08.jpg,220x155,1195x501,0.5636,0.0085,0.9948,same image (re-encoded)
3957,signature_verification/full_org/original_3957_11.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3957/c-3957-18.jpg,220x155,944x595,16.2677,0.9438,0.9948,distinct
3106,signature_verification/full_org/original_3106_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3106/c-3106-20.jpg,220x155,1229x578,0.9655,0.033,0.9961,distinct
1869,signature_verification/full_org/original_1869_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1869/c-1869-03.jpg,220x155,755x534,0.7858,0.022,0.998,distinct
2453,signature_verification/full_org/original_2453_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2453/c-2453-06.jpg,220x155,1161x703,1.2111,0.047,0.9901,distinct
2896,signature_verification/full_org/original_2896_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2896/c-2896-06.jpg,220x155,875x476,0.7864,0.0243,0.9974,distinct
1451,signature_verification/full_org/original_1451_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1451/c-1451-10.jpg,220x155,792x450,0.4304,0.0007,0.9981,same image (re-encoded)
1575,signature_verification/full_forg/forgeries_1575_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1575/cf-1575-05.jpg,220x155,847x286,0.2119,0.0001,0.9988,same image (re-encoded)
94,signature_verification/full_org/original_94_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/094/c-094-02.jpg,220x155,668x424,0.6473,0.0098,0.9988,same image (re-encoded)
333,signature_verification/full_org/original_333_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/333/c-333-05.jpg,220x155,1174x438,1.0115,0.0331,0.9854,distinct
2373,signature_verification/full_org/original_2373_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2373/c-2373-04.jpg,220x155,707x290,0.3181,0.004,0.999,same image (re-encoded)
3891,signature_verification/full_forg/forgeries_3891_15.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3891/cf-3891-27.jpg,220x155,1228x708,21.4863,0.9767,0.9776,distinct
3906,signature_verification/full_forg/forgeries_3906_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3906/cf-3906-24.jpg,220x155,893x448,0.6922,0.0126,0.9986,distinct
2827,signature_verification/full_org/original_2827_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2827/c-2827-13.jpg,220x155,795x375,0.3641,0.0042,0.9943,same image (re-encoded)
2580,signature_verification/full_forg/forgeries_2580_13.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2580/cf-2580-09.jpg,220x155,1200x386,0.394,0.0043,0.997,same image (re-encoded)
3538,signature_verification/full_forg/forgeries_3538_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3538/cf-3538-06.jpg,220x155,1097x335,0.4567,0.0138,0.989,distinct
1588,signature_verification/full_forg/forgeries_1588_13.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1588/cf-1588-21.jpg,220x155,792x719,1.2727,0.0475,0.987,distinct
577,signature_verification/full_forg/forgeries_577_3.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/577/cf-577-09.jpg,220x155,791x627,15.5729,0.9618,0.9825,distinct
1695,signature_verification/full_forg/forgeries_1695_13.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1695/cf-1695-19.jpg,220x155,1056x549,0.4298,0.0041,0.9963,same image (re-encoded)
3695,signature_verification/full_forg/forgeries_3695_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3695/cf-3695-19.jpg,220x155,862x512,1.0755,0.041,0.9972,distinct
1848,signature_verification/full_org/original_1848_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1848/c-1848-14.jpg,220x155,715x527,0.6568,0.023,0.9908,distinct
168,signature_verification/full_org/original_168_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/168/c-168-11.jpg,220x155,861x433,0.7504,0.0257,0.9897,distinct
1779,signature_verification/full_org/original_1779_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1779/c-1779-13.jpg,220x155,809x532,0.9044,0.0359,0.9962,distinct
1101,signature_verification/full_forg/forgeries_1101_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1101/cf-1101-27.jpg,220x155,1008x738,1.2544,0.0506,0.9962,distinct
1835,signature_verification/full_forg/forgeries_1835_13.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1835/cf-1835-21.jpg,220x155,746x667,0.9486,0.0354,0.9889,distinct
2660,signature_verification/full_forg/forgeries_2660_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2660/cf-2660-20.jpg,220x155,1304x850,0.7399,0.0204,0.9921,distinct
541,signature_verification/full_org/original_541_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/541/c-541-12.jpg,220x155,931x413,0.3611,0.0004,0.9986,same image (re-encoded)
3529,signature_verification/full_org/original_3529_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3529/c-3529-04.jpg,220x155,823x373,0.5584,0.014,0.9975,distinct
1599,signature_verification/full_org/original_1599_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1599/c-1599-18.jpg,220x155,976x700,1.3204,0.0487,0.9865,distinct
3190,signature_verification/full_org/original_3190_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3190/c-3190-02.jpg,220x155,1666x677,1.1269,0.0406,0.9912,distinct
288,signature_verification/full_org/original_288_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/288/c-288-17.jpg,220x155,1116x615,0.9831,0.0322,0.9852,distinct
2521,signature_verification/full_forg/forgeries_2521_11.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2521/cf-2521-23.jpg,220x155,959x555,22.6543,0.9974,0.9916,distinct
845,signature_verification/full_org/original_845_3.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/845/c-845-19.jpg,220x155,847x891,16.0241,0.9768,0.9781,distinct
534,signature_verification/full_org/original_534_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/534/c-534-12.jpg,220x155,868x609,0.8876,0.0315,0.979,distinct
2947,signature_verification/full_org/original_2947_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2947/c-2947-03.jpg,220x155,993x769,0.7074,0.0075,0.9961,same image (re-encoded)
1057,signature_verification/full_forg/forgeries_1057_13.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1057/cf-1057-19.jpg,220x155,399x313,0.211,0.0023,0.9995,same image (re-encoded)
1878,signature_verification/full_org/original_1878_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1878/c-1878-12.jpg,220x155,1197x804,1.1552,0.0459,0.9929,distinct
2280,signature_verification/full_org/original_2280_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2280/c-2280-13.jpg,220x155,847x527,0.365,0.0006,0.9981,same image (re-encoded)
1545,signature_verification/full_org/original_1545_11.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1545/c-1545-15.jpg,220x155,1332x692,14.5536,0.9552,0.9773,distinct
1391,signature_verification/full_forg/forgeries_1391_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1391/cf-1391-22.jpg,220x155,547x636,0.5429,0.0149,0.998,distinct
2330,signature_verification/full_forg/forgeries_2330_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2330/cf-2330-20.jpg,220x155,1123x607,0.4161,0.0052,0.9957,same image (re-encoded)
2559,signature_verification/full_forg/forgeries_2559_13.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2559/cf-2559-06.jpg,220x155,893x759,1.0928,0.0391,0.9917,distinct
840,signature_verification/full_org/original_840_3.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/840/c-840-06.jpg,220x155,832x384,10.361,0.1128,0.9966,distinct
1230,signature_verification/full_forg/forgeries_1230_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1230/cf-1230-01.jpg,220x155,1060x273,0.4335,0.0125,0.9974,distinct
347,signature_verification/full_forg/forgeries_347_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/347/cf-347-26.jpg,220x155,1033x651,0.9576,0.0334,0.9956,distinct
2287,signature_verification/full_org/original_2287_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2287/c-2287-16.jpg,220x155,980x667,0.4609,0.0083,0.9932,same image (re-encoded)
1017,signature_verification/full_org/original_1017_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1017/c-1017-18.jpg,220x155,629x271,0.3031,0.0057,0.9992,same image (re-encoded)
1735,signature_verification/full_org/original_1735_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1735/c-1735-15.jpg,220x155,1162x535,1.1177,0.0389,0.9915,distinct
971,signature_verification/full_forg/forgeries_971_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/971/cf-971-07.jpg,220x155,1087x596,1.2484,0.0389,0.9804,distinct
16,signature_verification/full_org/original_16_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/016/c-016-17.jpg,220x155,1019x603,1.2577,0.0443,0.9964,distinct
3942,signature_verification/full_org/original_3942_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3942/c-3942-21.jpg,220x155,793x757,0.4146,0.0044,0.9961,same image (re-encoded)
3070,signature_verification/full_org/original_3070_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3070/c-3070-17.jpg,220x155,915x620,1.0218,0.0392,0.9967,distinct
1574,signature_verification/full_org/original_1574_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1574/c-1574-17.jpg,220x155,1028x412,0.7784,0.0281,0.9953,distinct
2215,signature_verification/full_forg/forgeries_2215_13.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2215/cf-2215-07.jpg,220x155,654x801,0.8642,0.0335,0.9956,distinct
3815,signature_verification/full_org/original_3815_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3815/c-3815-05.jpg,220x155,805x527,1.0315,0.0377,0.9883,distinct
2262,signature_verification/full_forg/forgeries_2262_13.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2262/cf-2262-03.jpg,220x155,1224x396,0.9757,0.0321,0.9966,distinct
18,signature_verification/full_forg/forgeries_18_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/018/cf-018-24.jpg,220x155,1473x619,1.212,0.0441,0.9887,distinct
2513,signature_verification/full_org/original_2513_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2513/c-2513-16.jpg,220x155,1046x494,0.648,0.018,0.9978,distinct
1533,signature_verification/full_forg/forgeries_1533_13.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1533/cf-1533-04.jpg,220x155,477x292,0.1956,0.0005,0.9994,same image (re-encoded)
1323,signature_verification/full_forg/forgeries_1323_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1323/cf-1323-18.jpg,220x155,1207x707,1.1847,0.0444,0.9871,distinct
459,signature_verification/full_org/original_459_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/459/c-459-03.jpg,220x155,713x384,0.6534,0.0139,0.9983,distinct
2094,signature_verification/full_org/original_2094_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2094/c-2094-16.jpg,220x155,883x591,1.2404,0.0487,0.9952,distinct
3786,signature_verification/full_forg/forgeries_3786_3.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3786/cf-3786-26.jpg,220x155,980x627,32.0896,0.9864,0.9951,distinct
3552,signature_verification/full_org/original_3552_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3552/c-3552-22.jpg,220x155,1235x439,0.3889,0.0026,0.9975,same image (re-encoded)
948,signature_verification/full_org/original_948_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/948/c-948-01.jpg,220x155,1296x467,0.6989,0.0188,0.9974,distinct
8,signature_verification/full_org/original_8_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/008/c-008-10.jpg,220x155,965x568,0.3717,0.002,0.9972,same image (re-encoded)
491,signature_verification/full_forg/forgeries_491_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/491/cf-491-04.jpg,220x155,1140x933,2.1047,0.0623,0.991,distinct
477,signature_verification/full_org/original_477_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/477/c-477-18.jpg,220x155,887x463,0.3561,0.0074,0.987,distinct
2529,signature_verification/full_org/original_2529_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2529/c-2529-24.jpg,220x155,891x630,1.1113,0.0409,0.9957,distinct
2895,signature_verification/full_forg/forgeries_2895_3.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2895/cf-2895-03.jpg,220x155,1203x304,9.4579,0.0359,0.987,distinct
543,signature_verification/full_forg/forgeries_543_13.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/543/cf-543-09.jpg,220x155,979x422,0.2837,0.0004,0.9984,same image (re-encoded)
2005,signature_verification/full_forg/forgeries_2005_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2005/cf-2005-30.jpg,220x155,1078x446,1.2066,0.0444,0.9965,distinct
2805,signature_verification/full_org/original_2805_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2805/c-2805-22.jpg,220x155,935x521,0.3949,0.0013,0.9979,same image (re-encoded)
612,signature_verification/full_forg/forgeries_612_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/612/cf-612-17.jpg,220x155,1269x659,0.8654,0.0271,0.9631,distinct
2099,signature_verification/full_org/original_2099_11.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2099/c-2099-24.jpg,220x155,1445x545,9.1314,0.0528,0.9863,distinct
3800,signature_verification/full_org/original_3800_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3800/c-3800-06.jpg,220x155,730x731,1.0923,0.0417,0.9907,distinct
3550,signature_verification/full_org/original_3550_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3550/c-3550-17.jpg,220x155,1166x487,0.3554,0.0026,0.9964,same image (re-encoded)
3261,signature_verification/full_org/original_3261_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3261/c-3261-01.jpg,220x155,806x880,1.192,0.038,0.9865,distinct
3364,signature_verification/full_org/original_3364_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3364/c-3364-08.jpg,220x155,837x443,0.3214,0.0003,0.9985,same image (re-encoded)
1180,signature_verification/full_forg/forgeries_1180_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1180/cf-1180-30.jpg,220x155,1102x823,1.1579,0.047,0.9948,distinct
1954,signature_verification/full_forg/forgeries_1954_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1954/cf-1954-07.jpg,220x155,836x463,0.4272,0.0006,0.9985,same image (re-encoded)
1455,signature_verification/full_org/original_1455_7.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1455/c-1455-12.jpg,220x155,488x481,9.3178,0.0663,0.9958,distinct
2673,signature_verification/full_org/original_2673_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2673/c-2673-04.jpg,220x155,1004x660,0.3748,0.0083,0.9917,same image (re-encoded)
1657,signature_verification/full_org/original_1657_7.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1657/c-1657-08.jpg,220x155,1052x264,10.6711,0.8983,0.9969,distinct
2130,signature_verification/full_org/original_2130_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2130/c-2130-12.jpg,220x155,871x599,0.45,0.0026,0.9965,same image (re-encoded)
3322,signature_verification/full_forg/forgeries_3322_13.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3322/cf-3322-30.jpg,220x155,509x725,0.3595,0.0029,0.9967,same image (re-encoded)
649,signature_verification/full_org/original_649_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/649/c-649-10.jpg,220x155,918x519,1.0269,0.0381,0.9972,distinct
3599,signature_verification/full_org/original_3599_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3599/c-3599-09.jpg,220x155,671x502,0.7571,0.03,0.9967,distinct
2565,signature_verification/full_forg/forgeries_2565_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2565/cf-2565-07.jpg,220x155,1380x524,0.4697,0.0039,0.9971,same image (re-encoded)
2160,signature_verification/full_org/original_2160_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2160/c-2160-19.jpg,220x155,793x544,0.593,0.0019,0.9972,same image (re-encoded)
651,signature_verification/full_org/original_651_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/651/c-651-24.jpg,220x155,786x714,0.4774,0.0038,0.9962,same image (re-encoded)
157,signature_verification/full_forg/forgeries_157_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/157/cf-157-27.jpg,220x155,742x525,1.139,0.0438,0.9976,distinct
1963,signature_verification/full_forg/forgeries_1963_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1963/cf-1963-19.jpg,220x155,1151x636,1.0733,0.0383,0.9855,distinct
2200,signature_verification/full_forg/forgeries_2200_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2200/cf-2200-20.jpg,220x155,956x365,0.5384,0.017,0.9978,distinct
1170,signature_verification/full_forg/forgeries_1170_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1170/cf-1170-13.jpg,220x155,1366x695,1.3622,0.043,0.9934,distinct
3747,signature_verification/full_org/original_3747_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3747/c-3747-20.jpg,220x155,1051x727,1.2994,0.0512,0.9961,distinct
2069,signature_verification/full_forg/forgeries_2069_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2069/cf-2069-16.jpg,220x155,784x434,0.6053,0.0104,0.9988,distinct
525,signature_verification/full_forg/forgeries_525_13.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/525/cf-525-13.jpg,220x155,645x486,0.484,0.014,0.9977,distinct
2528,signature_verification/full_forg/forgeries_2528_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2528/cf-2528-26.jpg,220x155,908x619,0.4689,0.0021,0.9974,same image (re-encoded)
3956,signature_verification/full_org/original_3956_3.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3956/c-3956-20.jpg,220x155,1065x529,20.6111,0.9385,0.9904,distinct
1434,signature_verification/full_org/original_1434_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1434/c-1434-23.jpg,220x155,843x523,1.1433,0.0407,0.9873,distinct
1611,signature_verification/full_forg/forgeries_1611_7.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1611/cf-1611-07.jpg,220x155,1022x408,8.9381,0.049,0.9944,distinct
2210,signature_verification/full_org/original_2210_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2210/c-2210-12.jpg,220x155,944x626,0.7412,0.0297,0.9945,distinct
3679,signature_verification/full_org/original_3679_7.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3679/c-3679-10.jpg,220x155,1079x530,21.9655,0.9503,0.9944,distinct
2391,signature_verification/full_forg/forgeries_2391_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2391/cf-2391-09.jpg,220x155,849x498,0.3748,0.0039,0.9943,same image (re-encoded)
2703,signature_verification/full_org/original_2703_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2703/c-2703-19.jpg,220x155,1280x780,0.6811,0.0235,0.9878,distinct
3575,signature_verification/full_org/original_3575_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3575/c-3575-05.jpg,220x155,947x453,0.3688,0.0011,0.9981,same image (re-encoded)
1561,signature_verification/full_forg/forgeries_1561_5.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1561/cf-1561-27.jpg,220x155,900x591,0.6435,0.0194,0.9979,distinct
2879,signature_verification/full_forg/forgeries_2879_13.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/2879/cf-2879-04.jpg,220x155,740x666,1.0676,0.0397,0.9954,distinct
3692,signature_verification/full_org/original_3692_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/3692/c-3692-23.jpg,220x155,908x806,0.5752,0.0184,0.9828,distinct
1540,signature_verification/full_org/original_1540_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1540/c-1540-06.jpg,220x155,1080x476,1.0174,0.0382,0.9959,distinct
185,signature_verification/full_org/original_185_1.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/185/c-185-18.jpg,220x155,618x351,0.16,0.0,0.9993,same image (re-encoded)
1080,signature_verification/full_forg/forgeries_1080_9.jpg,SignatureGPDSSyntheticOffLine4000/firmasSINTESISmanuscritas/1080/cf-1080-25.jpg,220x155,1002x633,0.9973,0.0383,0.9899,distinct
